"player","pos","age","contract_type","cap_hit","cap_hit_pct_league_cap","team","year"
"Josh Giddey","SG",21,"RK","$6,587,040","4.84%","oklahoma city thunder",2023
"Kenrich Williams","PF",29,"VET-EXT","$6,175,000","4.54%","oklahoma city thunder",2023
"Cason Wallace","PG",20,"RK","$5,291,400","3.89%","oklahoma city thunder",2023
"Ousmane Dieng","SF",20,"RK","$4,798,440","3.53%","oklahoma city thunder",2023
"Jalen Williams","SF",22,"RK","$4,558,680","3.35%","oklahoma city thunder",2023
"Jaylin Williams","C",21,"RK","$2,000,000","1.47%","oklahoma city thunder",2023
"Isaiah Joe","SG",24,"FA","$1,997,238","1.47%","oklahoma city thunder",2023
"Aaron Wiggins","SG",25,"ROS","$1,836,096","1.35%","oklahoma city thunder",2023
"Lindy Waters III","SF",26,"ROS","$766,095","0.56%","oklahoma city thunder",2023
"Bismack Biyombo","C",31,"ROS","$754,488","0.55%","oklahoma city thunder",2023
"Mike Muscala","C",32,"ROS","$510,730","0.38%","oklahoma city thunder",2023
"Olivier Sarr","C",24,"TW","-","-","oklahoma city thunder",2023
"Keyontae Johnson","SF",23,"TW","-","-","oklahoma city thunder",2023
"Adam Flagler","G",24,"TW","-","-","oklahoma city thunder",2023
"Shai Gilgeous-Alexander","PG",26,"DRK-EXT","$35,859,950","25.51%","oklahoma city thunder",2024
"Isaiah Hartenstein","C",26,"FA","$30,000,000","21.34%","oklahoma city thunder",2024
"Luguentz Dort","SG",25,"FA","$16,500,000","11.74%","oklahoma city thunder",2024
"Isaiah Joe","SG",25,"FA","$12,991,650","9.24%","oklahoma city thunder",2024
"Chet Holmgren","C",22,"RK","$10,880,640","7.74%","oklahoma city thunder",2024
"Aaron Wiggins","SG",26,"FA","$10,514,017","7.48%","oklahoma city thunder",2024
"Alex Caruso","SG",30,"FA","$9,890,000","7.03%","oklahoma city thunder",2024
"Kenrich Williams","PF",30,"VET-EXT","$6,669,000","4.74%","oklahoma city thunder",2024
"Cason Wallace","PG",21,"RK","$5,555,880","3.95%","oklahoma city thunder",2024
"Ousmane Dieng","SF",21,"RK","$5,027,040","3.58%","oklahoma city thunder",2024
"Nikola Topic","PG",19,"RK","$4,935,960","3.51%","oklahoma city thunder",2024
"Jalen Williams","SF",23,"RK","$4,775,760","3.40%","oklahoma city thunder",2024
"Dillon Jones","SF",23,"RK","$2,622,360","1.87%","oklahoma city thunder",2024
"Jaylin Williams","C",22,"RK","$2,019,699","1.44%","oklahoma city thunder",2024
"Adam Flagler","G",25,"TW","-","-","oklahoma city thunder",2024
"Ajay Mitchell","PG",22,"TW","-","-","oklahoma city thunder",2024
"LaMarcus Aldridge","PF",26,"RK-EXT","$12,372,000","21.31%","portland trail blazers",2011
"Marcus Camby","C",37,"EXT","$11,071,500","19.07%","portland trail blazers",2011
"Raymond Felton","PG",27,"","$7,560,000","13.02%","portland trail blazers",2011
"Jamal Crawford","SG",31,"","$5,000,000","8.61%","portland trail blazers",2011
"Wesley Matthews","SG",25,"","$4,938,055","8.51%","portland trail blazers",2011
"J.J Hickson","PF",23,"RK","$2,354,536","4.06%","portland trail blazers",2011
"Nicolas Batum","SF",23,"RK","$2,155,364","3.71%","portland trail blazers",2011
"Luke Babbitt","SF",22,"RK","$1,768,800","3.05%","portland trail blazers",2011
"Kurt Thomas","PF",39,"","$1,352,181","2.33%","portland trail blazers",2011
"Elliot Williams","SG",22,"RK","$1,348,800","2.32%","portland trail blazers",2011
"Nolan Smith","PG",23,"RK","$1,306,920","2.25%","portland trail blazers",2011
"Craig Smith","PF",NA,"","$711,748","1.23%","portland trail blazers",2011
"Joel Przybilla","C",32,"","$655,616","1.13%","portland trail blazers",2011
"Brandon Roy","SG",27,"Amnesty","-","-","portland trail blazers",2011
"LaMarcus Aldridge","PF",27,"RK-EXT","$13,500,000","23.26%","portland trail blazers",2012
"Nicolas Batum","SF",24,"","$10,825,000","18.65%","portland trail blazers",2012
"Wesley Matthews","SG",26,"","$6,505,320","11.21%","portland trail blazers",2012
"J.J Hickson","PF",24,"","$4,000,000","6.89%","portland trail blazers",2012
"Damian Lillard","PG",22,"RK","$3,065,040","5.28%","portland trail blazers",2012
"Joel Freeland","PF",25,"RK","$3,013,512","5.19%","portland trail blazers",2012
"Eric Maynor","PG",25,"","$2,338,721","4.03%","portland trail blazers",2012
"Meyers Leonard","C",20,"RK","$2,126,520","3.66%","portland trail blazers",2012
"Luke Babbitt","SF",23,"RK","$1,892,280","3.26%","portland trail blazers",2012
"Jared Jeffries","PF",31,"","$1,475,106","2.54%","portland trail blazers",2012
"Elliot Williams","SG",23,"RK","$1,442,880","2.49%","portland trail blazers",2012
"Nolan Smith","PG",24,"RK","$1,365,720","2.35%","portland trail blazers",2012
"Victor Claver","SF",24,"RK","$1,300,000","2.24%","portland trail blazers",2012
"Sasha Pavlovic","SG",29,"S&T","$1,232,713","2.12%","portland trail blazers",2012
"Will Barton","SG",22,"RK","$550,000","0.95%","portland trail blazers",2012
"Brandon Roy","SG",28,"Amnesty","-","-","portland trail blazers",2012
"LaMarcus Aldridge","PF",28,"RK-EXT","$14,878,000","25.35%","portland trail blazers",2013
"Nicolas Batum","SF",25,"","$11,295,250","19.25%","portland trail blazers",2013
"Wesley Matthews","SG",27,"","$6,875,480","11.72%","portland trail blazers",2013
"Robin Lopez","C",25,"","$5,904,261","10.06%","portland trail blazers",2013
"Thomas Robinson","PF",22,"RK","$3,526,440","6.01%","portland trail blazers",2013
"Damian Lillard","PG",23,"RK","$3,202,920","5.46%","portland trail blazers",2013
"Dorell Wright","SF",28,"","$3,000,000","5.11%","portland trail blazers",2013
"Joel Freeland","PF",26,"RK","$2,897,976","4.94%","portland trail blazers",2013
"Mo Williams","PG",31,"","$2,652,000","4.52%","portland trail blazers",2013
"C.J. McCollum","SG",22,"RK","$2,316,720","3.95%","portland trail blazers",2013
"Meyers Leonard","C",21,"RK","$2,222,160","3.79%","portland trail blazers",2013
"Victor Claver","SF",25,"RK","$1,330,000","2.27%","portland trail blazers",2013
"Earl Watson","PG",34,"","$884,293","1.51%","portland trail blazers",2013
"Allen Crabbe","SG",21,"RK","$825,000","1.41%","portland trail blazers",2013
"Will Barton","SG",23,"RK","$788,872","1.34%","portland trail blazers",2013
"Brandon Roy","SG",29,"Amnesty","-","-","portland trail blazers",2013
"LaMarcus Aldridge","PF",29,"RK-EXT","$16,256,000","25.78%","portland trail blazers",2014
"Nicolas Batum","SF",26,"","$12,655,057","20.07%","portland trail blazers",2014
"Arron Afflalo","SG",29,"","$7,750,000","12.29%","portland trail blazers",2014
"Wesley Matthews","SG",28,"","$7,245,640","11.49%","portland trail blazers",2014
"Robin Lopez","C",26,"","$6,124,729","9.71%","portland trail blazers",2014
"Chris Kaman","C",32,"","$4,800,000","7.61%","portland trail blazers",2014
"Damian Lillard","PG",24,"RK","$3,340,920","5.30%","portland trail blazers",2014
"Dorell Wright","SF",29,"","$3,135,000","4.97%","portland trail blazers",2014
"Joel Freeland","PF",27,"RK","$3,013,512","4.78%","portland trail blazers",2014
"C.J. McCollum","SG",23,"RK","$2,421,000","3.84%","portland trail blazers",2014
"Meyers Leonard","C",22,"RK","$2,317,920","3.68%","portland trail blazers",2014
"Steve Blake","PG",34,"","$2,077,000","3.29%","portland trail blazers",2014
"Alonzo Gee","SF",27,"","$915,243","1.45%","portland trail blazers",2014
"Allen Crabbe","SG",22,"RK","$862,000","1.37%","portland trail blazers",2014
"Tim Frazier","PG",24,"","$50,734","0.08%","portland trail blazers",2014
"Brandon Roy","SG",30,"Amnesty","-","-","portland trail blazers",2014
"Al-Farouq Aminu","PF",25,"","$8,042,895","11.49%","portland trail blazers",2015
"Ed Davis","C",26,"","$6,980,802","9.97%","portland trail blazers",2015
"Gerald Henderson","SG",28,"","$6,000,000","8.57%","portland trail blazers",2015
"Chris Kaman","C",33,"","$5,016,000","7.17%","portland trail blazers",2015
"Damian Lillard","PG",25,"RK","$4,236,286","6.05%","portland trail blazers",2015
"Meyers Leonard","C",23,"RK","$3,075,879","4.39%","portland trail blazers",2015
"Maurice Harkless","SF",22,"RK","$2,894,059","4.13%","portland trail blazers",2015
"Brian Roberts","PG",30,"","$2,854,940","4.08%","portland trail blazers",2015
"Noah Vonleh","PF",20,"RK","$2,637,720","3.77%","portland trail blazers",2015
"C.J. McCollum","SG",24,"RK","$2,525,160","3.61%","portland trail blazers",2015
"Mason Plumlee","C",25,"RK","$1,415,520","2.02%","portland trail blazers",2015
"Allen Crabbe","SG",23,"RK","$947,276","1.35%","portland trail blazers",2015
"Pat Connaughton","SG",23,"RK","$625,093","0.89%","portland trail blazers",2015
"Luis Montero","SG",22,"RK","$525,093","0.75%","portland trail blazers",2015
"Cliff Alexander","PF",20,"RK","$525,093","0.75%","portland trail blazers",2015
"Damian Lillard","PG",26,"DRK-EXT","$24,328,425","25.84%","portland trail blazers",2016
"Allen Crabbe","SG",24,"","$18,500,000","19.65%","portland trail blazers",2016
"Evan Turner","SF",28,"","$16,393,443","17.41%","portland trail blazers",2016
"Maurice Harkless","SF",23,"","$9,488,764","10.08%","portland trail blazers",2016
"Meyers Leonard","C",24,"","$9,213,483","9.79%","portland trail blazers",2016
"Al-Farouq Aminu","PF",26,"","$7,680,965","8.16%","portland trail blazers",2016
"Festus Ezeli","C",27,"","$7,400,000","7.86%","portland trail blazers",2016
"Ed Davis","C",27,"","$6,666,667","7.08%","portland trail blazers",2016
"C.J. McCollum","SG",25,"RK","$3,219,579","3.42%","portland trail blazers",2016
"Noah Vonleh","PF",21,"RK","$2,751,360","2.92%","portland trail blazers",2016
"Jusuf Nurkic","C",22,"RK","$1,921,320","2.04%","portland trail blazers",2016
"Shabazz Napier","PG",25,"RK","$1,350,120","1.43%","portland trail blazers",2016
"Pat Connaughton","SG",24,"RK","$874,636","0.93%","portland trail blazers",2016
"Jake Layman","SF",22,"RK","$600,000","0.64%","portland trail blazers",2016
"Tim Quarterman","PG",22,"RK","$543,471","0.58%","portland trail blazers",2016
"Damian Lillard","PG",27,"DRK-EXT","$26,153,057","26.39%","portland trail blazers",2017
"C.J. McCollum","SG",26,"RK-EXT","$23,962,572","24.18%","portland trail blazers",2017
"Evan Turner","SF",29,"","$17,131,148","17.29%","portland trail blazers",2017
"Maurice Harkless","SF",24,"","$10,162,921","10.26%","portland trail blazers",2017
"Meyers Leonard","C",25,"","$9,904,494","10.00%","portland trail blazers",2017
"Al-Farouq Aminu","PF",27,"","$7,319,035","7.39%","portland trail blazers",2017
"Ed Davis","C",28,"","$6,352,531","6.41%","portland trail blazers",2017
"Zach Collins","C",20,"RK","$3,057,240","3.09%","portland trail blazers",2017
"Jusuf Nurkic","C",23,"RK","$2,947,305","2.97%","portland trail blazers",2017
"Shabazz Napier","PG",26,"RK","$2,361,360","2.38%","portland trail blazers",2017
"Pat Connaughton","SG",25,"RK","$1,471,382","1.48%","portland trail blazers",2017
"Caleb Swanigan","PF",20,"RK","$1,465,920","1.48%","portland trail blazers",2017
"Jake Layman","SF",23,"RK","$1,312,611","1.32%","portland trail blazers",2017
"Wade Baldwin","PG",21,"","$229,892","0.23%","portland trail blazers",2017
"Georgios Papagiannis","C",20,"","$185,397","0.19%","portland trail blazers",2017
"C.J. Wilcox","SG",27,"TW","-","-","portland trail blazers",2017
"Damian Lillard","PG",28,"DRK-EXT","$27,977,689","27.46%","portland trail blazers",2018
"C.J. McCollum","SG",27,"RK-EXT","$25,759,766","25.29%","portland trail blazers",2018
"Evan Turner","SF",30,"","$17,868,852","17.54%","portland trail blazers",2018
"Jusuf Nurkic","C",24,"","$12,361,111","12.13%","portland trail blazers",2018
"Meyers Leonard","C",26,"","$10,595,506","10.40%","portland trail blazers",2018
"Maurice Harkless","SF",25,"","$10,337,079","10.15%","portland trail blazers",2018
"Al-Farouq Aminu","PF",28,"","$6,957,105","6.83%","portland trail blazers",2018
"Zach Collins","C",21,"RK","$3,628,920","3.56%","portland trail blazers",2018
"Rodney Hood","SF",26,"QO","$3,472,887","3.41%","portland trail blazers",2018
"Seth Curry","SG",28,"","$2,795,000","2.74%","portland trail blazers",2018
"Anfernee Simons","SG",19,"RK","$1,835,520","1.80%","portland trail blazers",2018
"Skal Labissiere","PF",22,"RK","$1,544,951","1.52%","portland trail blazers",2018
"Jake Layman","SF",24,"RK","$1,544,951","1.52%","portland trail blazers",2018
"Gary Trent Jr.","SG",20,"RK","$838,464","0.82%","portland trail blazers",2018
"Enes Freedom","C",26,"","$487,109","0.48%","portland trail blazers",2018
"Damian Lillard","PG",29,"DRK-EXT","$29,802,321","27.31%","portland trail blazers",2019
"C.J. McCollum","SG",28,"RK-EXT","$27,556,959","25.25%","portland trail blazers",2019
"Hassan Whiteside","C",30,"Maximum","$27,093,019","24.82%","portland trail blazers",2019
"Jusuf Nurkic","C",25,"","$13,250,000","12.14%","portland trail blazers",2019
"Trevor Ariza","SF",34,"FA","$12,200,000","11.18%","portland trail blazers",2019
"Rodney Hood","SF",27,"FA","$5,718,000","5.24%","portland trail blazers",2019
"Zach Collins","C",22,"RK","$4,240,200","3.89%","portland trail blazers",2019
"Anfernee Simons","SG",20,"RK","$2,149,560","1.97%","portland trail blazers",2019
"Nassir Little","SF",19,"RK","$2,105,520","1.93%","portland trail blazers",2019
"Caleb Swanigan","PF",22,"RK","$2,033,160","1.86%","portland trail blazers",2019
"Mario Hezonja","SG",24,"FA","$1,737,145","1.59%","portland trail blazers",2019
"Wenyen Gabriel","PF",22,"","$1,445,697","1.32%","portland trail blazers",2019
"Gary Trent Jr.","SG",21,"RK","$1,416,852","1.30%","portland trail blazers",2019
"Carmelo Anthony","PF",35,"ROS","$1,364,204","1.25%","portland trail blazers",2019
"Jaylen Adams","PG",23,"ROS","-","-","portland trail blazers",2019
"Jaylen Hoard","F",20,"TW","-","-","portland trail blazers",2019
"Moses Brown","C",20,"TW","-","-","portland trail blazers",2019
"Damian Lillard","PG",30,"DRK-EXT","$31,626,953","28.98%","portland trail blazers",2020
"C.J. McCollum","SG",29,"RK-EXT","$29,354,152","26.90%","portland trail blazers",2020
"Jusuf Nurkic","C",26,"","$12,888,889","11.81%","portland trail blazers",2020
"Robert Covington","PF",30,"VET-EXT","$12,138,345","11.12%","portland trail blazers",2020
"Norman Powell","SG",27,"RK-EXT","$10,865,952","9.96%","portland trail blazers",2020
"Derrick Jones Jr.","SF",23,"FA","$9,258,000","8.48%","portland trail blazers",2020
"Zach Collins","C",23,"RK","$5,406,255","4.95%","portland trail blazers",2020
"Enes Freedom","C",28,"FA","$5,005,350","4.59%","portland trail blazers",2020
"Anfernee Simons","SG",21,"RK","$2,252,040","2.06%","portland trail blazers",2020
"Nassir Little","SF",20,"RK","$2,210,640","2.03%","portland trail blazers",2020
"Carmelo Anthony","PF",36,"FA","$1,620,564","1.48%","portland trail blazers",2020
"Harry Giles","C",22,"FA","$1,620,564","1.48%","portland trail blazers",2020
"CJ Elleby","SF",20,"RK","$898,310","0.82%","portland trail blazers",2020
"Rondae Hollis-Jefferson","SF",26,"ROS","$210,895","0.19%","portland trail blazers",2020
"TJ Leaf","PF",23,"TW","-","-","portland trail blazers",2020
"Keljin Blevins","G",25,"TW","-","-","portland trail blazers",2020
"Damian Lillard","PG",31,"DVET-EXT","$39,344,900","35.00%","portland trail blazers",2021
"Eric Bledsoe","PG",32,"VET-EXT","$18,125,000","16.12%","portland trail blazers",2021
"Joe Ingles","SF",34,"VET-EXT","$13,036,364","11.60%","portland trail blazers",2021
"Jusuf Nurkic","C",27,"","$12,000,000","10.67%","portland trail blazers",2021
"Josh Hart","SG",26,"FA","$12,000,000","10.67%","portland trail blazers",2021
"Anfernee Simons","SG",22,"RK","$3,938,818","3.50%","portland trail blazers",2021
"Justise Winslow","SF",25,"FA","$3,902,439","3.47%","portland trail blazers",2021
"Keon Johnson","SG",19,"RK","$2,553,240","2.27%","portland trail blazers",2021
"Nassir Little","SF",21,"RK","$2,316,240","2.06%","portland trail blazers",2021
"Didi Louzada","SF",22,"FA","$1,786,878","1.59%","portland trail blazers",2021
"Ben McLemore","SF",28,"FA","$1,669,178","1.48%","portland trail blazers",2021
"Elijah Hughes","SF",23,"","$1,517,981","1.35%","portland trail blazers",2021
"CJ Elleby","SF",21,"RK","$1,517,981","1.35%","portland trail blazers",2021
"Greg Brown III","PF",20,"RK","$925,258","0.82%","portland trail blazers",2021
"Trendon Watford","PF",21,"ROS","$436,482","0.39%","portland trail blazers",2021
"Keljin Blevins","G",26,"TW","-","-","portland trail blazers",2021
"Brandon Williams","PG",22,"TW","-","-","portland trail blazers",2021
"Damian Lillard","PG",32,"DVET-EXT","$42,492,492","34.36%","portland trail blazers",2022
"Anfernee Simons","SG",23,"FA","$22,321,429","18.05%","portland trail blazers",2022
"Jerami Grant","PF",28,"S&T","$20,955,000","16.95%","portland trail blazers",2022
"Jusuf Nurkic","C",28,"FA","$15,625,000","12.64%","portland trail blazers",2022
"Shaedon Sharpe","SG",19,"RK","$6,012,960","4.86%","portland trail blazers",2022
"Cam Reddish","SF",23,"RK","$5,954,454","4.82%","portland trail blazers",2022
"Matisse Thybulle","SG",25,"RK","$4,379,527","3.54%","portland trail blazers",2022
"Nassir Little","SF",22,"RK","$4,171,548","3.37%","portland trail blazers",2022
"Justise Winslow","SF",26,"FA","$4,097,561","3.31%","portland trail blazers",2022
"Kevin Knox","SF",23,"FA","$3,000,000","2.43%","portland trail blazers",2022
"Keon Johnson","SG",20,"RK","$2,681,040","2.17%","portland trail blazers",2022
"Drew Eubanks","C",25,"FA","$1,836,090","1.48%","portland trail blazers",2022
"Trendon Watford","PF",22,"ROS","$1,563,518","1.26%","portland trail blazers",2022
"Jabari Walker","SF",20,"RK","$1,017,781","0.82%","portland trail blazers",2022
"Jeenathan Williams","SG",23,"ROS","$52,644","0.04%","portland trail blazers",2022
"Ibou Badji","C",20,"TW","-","-","portland trail blazers",2022
"John Butler Jr.","C",20,"TW","-","-","portland trail blazers",2022
"Deandre Ayton","C",25,"Maximum","$32,459,438","23.86%","portland trail blazers",2023
"Jerami Grant","PF",29,"FA","$27,586,207","20.28%","portland trail blazers",2023
"Anfernee Simons","SG",24,"FA","$24,107,143","17.72%","portland trail blazers",2023
"Malcolm Brogdon","PG",31,"VET-EXT","$22,500,000","16.54%","portland trail blazers",2023
"Robert Williams III","C",26,"RK-EXT","$11,571,429","8.51%","portland trail blazers",2023
"Matisse Thybulle","SG",26,"FA","$10,500,000","7.72%","portland trail blazers",2023
"Scoot Henderson","PG",19,"RK","$9,770,880","7.18%","portland trail blazers",2023
"Shaedon Sharpe","SG",20,"RK","$6,313,800","4.64%","portland trail blazers",2023
"Kris Murray","PF",23,"RK","$2,847,480","2.09%","portland trail blazers",2023
"Moses Brown","C",24,"FA","$2,019,706","1.48%","portland trail blazers",2023
"Dalano Banton","PG",24,"FA","$2,019,706","1.48%","portland trail blazers",2023
"Duop Reath","C",27,"ROS","$1,951,220","1.43%","portland trail blazers",2023
"Jabari Walker","SF",21,"RK","$1,719,864","1.26%","portland trail blazers",2023
"Rayan Rupert","SG",19,"RK","$1,119,563","0.82%","portland trail blazers",2023
"Toumani Camara","PF",23,"RK","$1,119,563","0.82%","portland trail blazers",2023
"Ashton Hagans","PG",24,"TW","-","-","portland trail blazers",2023
"Ibou Badji","C",21,"TW","-","-","portland trail blazers",2023
"Justin Minaya","F",24,"TW","-","-","portland trail blazers",2023
"Deandre Ayton","C",26,"Maximum","$34,005,126","24.19%","portland trail blazers",2024
